,Unnamed: 0,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype,split
363,1105,buaa,nir,data/BUAA/BUAAVISNIR/88/28.bmp,28.bmp,buaa-88-28.jpg,,,bmp,mongo,3.0,0.41,0.17,Surprise,,,,88.0,affection,,jpg,train
364,1121,buaa,nir,data/BUAA/BUAAVISNIR/13/2.bmp,2.bmp,buaa-13-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,13.0,neutral,,jpg,train
373,1139,buaa,nir,data/BUAA/BUAAVISNIR/13/22.bmp,22.bmp,buaa-13-22.jpg,,,bmp,mongo,1.0,0.69,-0.05,Happy,,,,13.0,affection,,jpg,train
374,1141,buaa,nir,data/BUAA/BUAAVISNIR/13/24.bmp,24.bmp,buaa-13-24.jpg,,,bmp,mongo,0.0,-0.04,-0.97,Neutral,,,,13.0,affection,,jpg,train
375,1143,buaa,nir,data/BUAA/BUAAVISNIR/13/26.bmp,26.bmp,buaa-13-26.jpg,,,bmp,mongo,2.0,-0.83,-0.4,Sad,,,,13.0,affection,,jpg,train
376,1145,buaa,nir,data/BUAA/BUAAVISNIR/13/28.bmp,28.bmp,buaa-13-28.jpg,,,bmp,mongo,4.0,-0.13,0.88,Fear,,,,13.0,affection,,jpg,train
377,1161,buaa,nir,data/BUAA/BUAAVISNIR/25/2.bmp,2.bmp,buaa-25-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,25.0,neutral,,jpg,train
386,1179,buaa,nir,data/BUAA/BUAAVISNIR/25/22.bmp,22.bmp,buaa-25-22.jpg,,,bmp,mongo,1.0,0.85,0.1,Happy,,,,25.0,affection,,jpg,train
387,1181,buaa,nir,data/BUAA/BUAAVISNIR/25/24.bmp,24.bmp,buaa-25-24.jpg,,,bmp,mongo,0.0,-0.12,-0.1,Neutral,,,,25.0,affection,,jpg,train
388,1183,buaa,nir,data/BUAA/BUAAVISNIR/25/26.bmp,26.bmp,buaa-25-26.jpg,,,bmp,mongo,0.0,-0.01,-0.04,Neutral,,,,25.0,affection,,jpg,train
389,1185,buaa,nir,data/BUAA/BUAAVISNIR/25/28.bmp,28.bmp,buaa-25-28.jpg,,,bmp,mongo,0.0,-0.05,-0.09,Neutral,,,,25.0,affection,,jpg,train
390,1201,buaa,nir,data/BUAA/BUAAVISNIR/139/2.bmp,2.bmp,buaa-139-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,139.0,neutral,,jpg,train
399,1219,buaa,nir,data/BUAA/BUAAVISNIR/139/22.bmp,22.bmp,buaa-139-22.jpg,,,bmp,mongo,1.0,0.7,0.18,Happy,,,,139.0,affection,,jpg,train
400,1221,buaa,nir,data/BUAA/BUAAVISNIR/139/24.bmp,24.bmp,buaa-139-24.jpg,,,bmp,mongo,1.0,0.87,0.34,Happy,,,,139.0,affection,,jpg,train
401,1223,buaa,nir,data/BUAA/BUAAVISNIR/139/26.bmp,26.bmp,buaa-139-26.jpg,,,bmp,mongo,1.0,0.76,-0.07,Happy,,,,139.0,affection,,jpg,train
402,1225,buaa,nir,data/BUAA/BUAAVISNIR/139/28.bmp,28.bmp,buaa-139-28.jpg,,,bmp,mongo,4.0,-0.11,0.8,Fear,,,,139.0,affection,,jpg,train
403,1241,buaa,nir,data/BUAA/BUAAVISNIR/9/2.bmp,2.bmp,buaa-9-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,9.0,neutral,,jpg,train
412,1273,buaa,nir,data/BUAA/BUAAVISNIR/2/2.bmp,2.bmp,buaa-2-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,2.0,neutral,,jpg,train
421,1305,buaa,nir,data/BUAA/BUAAVISNIR/38/2.bmp,2.bmp,buaa-38-2.jpg,,,bmp,mongo,2.0,-0.17,-0.1,Sad,,,,38.0,neutral,,jpg,train
430,1323,buaa,nir,data/BUAA/BUAAVISNIR/38/22.bmp,22.bmp,buaa-38-22.jpg,,,bmp,mongo,1.0,0.79,0.19,Happy,,,,38.0,affection,,jpg,train
431,1325,buaa,nir,data/BUAA/BUAAVISNIR/38/24.bmp,24.bmp,buaa-38-24.jpg,,,bmp,mongo,2.0,-0.71,-0.42,Sad,,,,38.0,affection,,jpg,train
432,1327,buaa,nir,data/BUAA/BUAAVISNIR/38/26.bmp,26.bmp,buaa-38-26.jpg,,,bmp,mongo,2.0,-0.24,-0.41,Sad,,,,38.0,affection,,jpg,train
433,1329,buaa,nir,data/BUAA/BUAAVISNIR/38/28.bmp,28.bmp,buaa-38-28.jpg,,,bmp,mongo,1.0,0.91,-0.06,Happy,,,,38.0,affection,,jpg,train
434,1345,buaa,nir,data/BUAA/BUAAVISNIR/106/2.bmp,2.bmp,buaa-106-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,106.0,neutral,,jpg,train
443,1363,buaa,nir,data/BUAA/BUAAVISNIR/106/22.bmp,22.bmp,buaa-106-22.jpg,,,bmp,mongo,1.0,0.9,0.11,Happy,,,,106.0,affection,,jpg,train
444,1365,buaa,nir,data/BUAA/BUAAVISNIR/106/24.bmp,24.bmp,buaa-106-24.jpg,,,bmp,mongo,0.0,0.16,-0.59,Neutral,,,,106.0,affection,,jpg,train
445,1367,buaa,nir,data/BUAA/BUAAVISNIR/106/26.bmp,26.bmp,buaa-106-26.jpg,,,bmp,mongo,6.0,-0.56,0.73,Anger,,,,106.0,affection,,jpg,train
446,1369,buaa,nir,data/BUAA/BUAAVISNIR/106/28.bmp,28.bmp,buaa-106-28.jpg,,,bmp,mongo,4.0,-0.12,0.77,Fear,,,,106.0,affection,,jpg,train
447,1385,buaa,nir,data/BUAA/BUAAVISNIR/113/2.bmp,2.bmp,buaa-113-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,113.0,neutral,,jpg,test
456,1403,buaa,nir,data/BUAA/BUAAVISNIR/113/22.bmp,22.bmp,buaa-113-22.jpg,,,bmp,mongo,1.0,0.9,-0.08,Happy,,,,113.0,affection,,jpg,test
457,1405,buaa,nir,data/BUAA/BUAAVISNIR/113/24.bmp,24.bmp,buaa-113-24.jpg,,,bmp,mongo,0.0,-0.04,-0.01,Neutral,,,,113.0,affection,,jpg,test
458,1407,buaa,nir,data/BUAA/BUAAVISNIR/113/26.bmp,26.bmp,buaa-113-26.jpg,,,bmp,mongo,0.0,0.75,-0.66,Neutral,,,,113.0,affection,,jpg,test
459,1409,buaa,nir,data/BUAA/BUAAVISNIR/113/28.bmp,28.bmp,buaa-113-28.jpg,,,bmp,mongo,0.0,-0.02,0.02,Neutral,,,,113.0,affection,,jpg,test
460,1425,buaa,nir,data/BUAA/BUAAVISNIR/33/2.bmp,2.bmp,buaa-33-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,33.0,neutral,,jpg,train
469,1443,buaa,nir,data/BUAA/BUAAVISNIR/33/22.bmp,22.bmp,buaa-33-22.jpg,,,bmp,mongo,1.0,0.95,0.15,Happy,,,,33.0,affection,,jpg,train
470,1445,buaa,nir,data/BUAA/BUAAVISNIR/33/24.bmp,24.bmp,buaa-33-24.jpg,,,bmp,mongo,2.0,-0.27,-0.1,Sad,,,,33.0,affection,,jpg,train
471,1447,buaa,nir,data/BUAA/BUAAVISNIR/33/26.bmp,26.bmp,buaa-33-26.jpg,,,bmp,mongo,0.0,0.2,-0.44,Neutral,,,,33.0,affection,,jpg,train
472,1449,buaa,nir,data/BUAA/BUAAVISNIR/33/28.bmp,28.bmp,buaa-33-28.jpg,,,bmp,mongo,1.0,0.09,0.17,Happy,,,,33.0,affection,,jpg,train
473,1465,buaa,nir,data/BUAA/BUAAVISNIR/132/2.bmp,2.bmp,buaa-132-2.jpg,,,bmp,mongo,6.0,-0.33,0.17,Anger,,,,132.0,neutral,,jpg,train
482,1483,buaa,nir,data/BUAA/BUAAVISNIR/132/22.bmp,22.bmp,buaa-132-22.jpg,,,bmp,mongo,6.0,-0.42,0.75,Anger,,,,132.0,affection,,jpg,train
483,1485,buaa,nir,data/BUAA/BUAAVISNIR/132/24.bmp,24.bmp,buaa-132-24.jpg,,,bmp,mongo,6.0,-0.46,0.76,Anger,,,,132.0,affection,,jpg,train
484,1487,buaa,nir,data/BUAA/BUAAVISNIR/132/26.bmp,26.bmp,buaa-132-26.jpg,,,bmp,mongo,6.0,-0.41,0.77,Anger,,,,132.0,affection,,jpg,train
485,1489,buaa,nir,data/BUAA/BUAAVISNIR/132/28.bmp,28.bmp,buaa-132-28.jpg,,,bmp,mongo,4.0,-0.16,0.8,Fear,,,,132.0,affection,,jpg,train
486,1505,buaa,nir,data/BUAA/BUAAVISNIR/59/2.bmp,2.bmp,buaa-59-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,59.0,neutral,,jpg,train
495,1523,buaa,nir,data/BUAA/BUAAVISNIR/59/22.bmp,22.bmp,buaa-59-22.jpg,,,bmp,mongo,1.0,0.52,0.34,Happy,,,,59.0,affection,,jpg,train
496,1525,buaa,nir,data/BUAA/BUAAVISNIR/59/24.bmp,24.bmp,buaa-59-24.jpg,,,bmp,mongo,6.0,-0.17,0.71,Anger,,,,59.0,affection,,jpg,train
497,1527,buaa,nir,data/BUAA/BUAAVISNIR/59/26.bmp,26.bmp,buaa-59-26.jpg,,,bmp,mongo,2.0,-0.62,-0.18,Sad,,,,59.0,affection,,jpg,train
498,1529,buaa,nir,data/BUAA/BUAAVISNIR/59/28.bmp,28.bmp,buaa-59-28.jpg,,,bmp,mongo,3.0,-0.1,0.9,Surprise,,,,59.0,affection,,jpg,train
499,1545,buaa,nir,data/BUAA/BUAAVISNIR/111/2.bmp,2.bmp,buaa-111-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,111.0,neutral,,jpg,train
508,1563,buaa,nir,data/BUAA/BUAAVISNIR/111/22.bmp,22.bmp,buaa-111-22.jpg,,,bmp,mongo,1.0,0.63,0.15,Happy,,,,111.0,affection,,jpg,train
509,1565,buaa,nir,data/BUAA/BUAAVISNIR/111/24.bmp,24.bmp,buaa-111-24.jpg,,,bmp,mongo,6.0,-0.83,0.25,Anger,,,,111.0,affection,,jpg,train
510,1567,buaa,nir,data/BUAA/BUAAVISNIR/111/26.bmp,26.bmp,buaa-111-26.jpg,,,bmp,mongo,0.0,0.09,0.08,Neutral,,,,111.0,affection,,jpg,train
511,1569,buaa,nir,data/BUAA/BUAAVISNIR/111/28.bmp,28.bmp,buaa-111-28.jpg,,,bmp,mongo,4.0,-0.1,0.76,Fear,,,,111.0,affection,,jpg,train
512,1585,buaa,nir,data/BUAA/BUAAVISNIR/86/2.bmp,2.bmp,buaa-86-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,86.0,neutral,,jpg,train
521,1603,buaa,nir,data/BUAA/BUAAVISNIR/86/22.bmp,22.bmp,buaa-86-22.jpg,,,bmp,mongo,1.0,0.93,0.1,Happy,,,,86.0,affection,,jpg,train
522,1605,buaa,nir,data/BUAA/BUAAVISNIR/86/24.bmp,24.bmp,buaa-86-24.jpg,,,bmp,mongo,2.0,-0.84,-0.38,Sad,,,,86.0,affection,,jpg,train
523,1607,buaa,nir,data/BUAA/BUAAVISNIR/86/26.bmp,26.bmp,buaa-86-26.jpg,,,bmp,mongo,2.0,-0.8,-0.04,Sad,,,,86.0,affection,,jpg,train
524,1609,buaa,nir,data/BUAA/BUAAVISNIR/86/28.bmp,28.bmp,buaa-86-28.jpg,,,bmp,mongo,2.0,-0.86,0.04,Sad,,,,86.0,affection,,jpg,train
525,1625,buaa,nir,data/BUAA/BUAAVISNIR/137/2.bmp,2.bmp,buaa-137-2.jpg,,,bmp,mongo,0.0,0.02,0.16,Neutral,,,,137.0,neutral,,jpg,train
534,1643,buaa,nir,data/BUAA/BUAAVISNIR/137/22.bmp,22.bmp,buaa-137-22.jpg,,,bmp,mongo,1.0,0.55,0.2,Happy,,,,137.0,affection,,jpg,train
535,1645,buaa,nir,data/BUAA/BUAAVISNIR/137/24.bmp,24.bmp,buaa-137-24.jpg,,,bmp,mongo,6.0,-0.42,0.75,Anger,,,,137.0,affection,,jpg,train
536,1647,buaa,nir,data/BUAA/BUAAVISNIR/137/26.bmp,26.bmp,buaa-137-26.jpg,,,bmp,mongo,0.0,-0.14,0.1,Neutral,,,,137.0,affection,,jpg,train
537,1649,buaa,nir,data/BUAA/BUAAVISNIR/137/28.bmp,28.bmp,buaa-137-28.jpg,,,bmp,mongo,4.0,-0.11,0.74,Fear,,,,137.0,affection,,jpg,train
538,1665,buaa,nir,data/BUAA/BUAAVISNIR/150/2.bmp,2.bmp,buaa-150-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,150.0,neutral,,jpg,train
547,1683,buaa,nir,data/BUAA/BUAAVISNIR/150/22.bmp,22.bmp,buaa-150-22.jpg,,,bmp,mongo,1.0,0.65,-0.58,Happy,,,,150.0,affection,,jpg,train
548,1685,buaa,nir,data/BUAA/BUAAVISNIR/150/24.bmp,24.bmp,buaa-150-24.jpg,,,bmp,mongo,0.0,-0.14,-0.06,Neutral,,,,150.0,affection,,jpg,train
549,1687,buaa,nir,data/BUAA/BUAAVISNIR/150/26.bmp,26.bmp,buaa-150-26.jpg,,,bmp,mongo,0.0,-0.21,0.14,Neutral,,,,150.0,affection,,jpg,train
550,1689,buaa,nir,data/BUAA/BUAAVISNIR/150/28.bmp,28.bmp,buaa-150-28.jpg,,,bmp,mongo,4.0,-0.13,0.77,Fear,,,,150.0,affection,,jpg,train
551,1705,buaa,nir,data/BUAA/BUAAVISNIR/115/2.bmp,2.bmp,buaa-115-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,115.0,neutral,,jpg,train
560,1723,buaa,nir,data/BUAA/BUAAVISNIR/115/22.bmp,22.bmp,buaa-115-22.jpg,,,bmp,mongo,1.0,0.74,0.15,Happy,,,,115.0,affection,,jpg,train
561,1725,buaa,nir,data/BUAA/BUAAVISNIR/115/24.bmp,24.bmp,buaa-115-24.jpg,,,bmp,mongo,7.0,-0.59,0.63,Contempt,,,,115.0,affection,,jpg,train
562,1727,buaa,nir,data/BUAA/BUAAVISNIR/115/26.bmp,26.bmp,buaa-115-26.jpg,,,bmp,mongo,2.0,-0.51,-0.82,Sad,,,,115.0,affection,,jpg,train
563,1729,buaa,nir,data/BUAA/BUAAVISNIR/115/28.bmp,28.bmp,buaa-115-28.jpg,,,bmp,mongo,1.0,0.41,-0.07,Happy,,,,115.0,affection,,jpg,train
564,1745,buaa,nir,data/BUAA/BUAAVISNIR/110/2.bmp,2.bmp,buaa-110-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,110.0,neutral,,jpg,train
573,1763,buaa,nir,data/BUAA/BUAAVISNIR/110/22.bmp,22.bmp,buaa-110-22.jpg,,,bmp,mongo,1.0,0.92,0.1,Happy,,,,110.0,affection,,jpg,train
574,1765,buaa,nir,data/BUAA/BUAAVISNIR/110/24.bmp,24.bmp,buaa-110-24.jpg,,,bmp,mongo,0.0,0.0,0.01,Neutral,,,,110.0,affection,,jpg,train
575,1767,buaa,nir,data/BUAA/BUAAVISNIR/110/26.bmp,26.bmp,buaa-110-26.jpg,,,bmp,mongo,2.0,-0.63,-0.17,Sad,,,,110.0,affection,,jpg,train
576,1769,buaa,nir,data/BUAA/BUAAVISNIR/110/28.bmp,28.bmp,buaa-110-28.jpg,,,bmp,mongo,4.0,-0.13,0.77,Fear,,,,110.0,affection,,jpg,train
577,1785,buaa,nir,data/BUAA/BUAAVISNIR/45/2.bmp,2.bmp,buaa-45-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,45.0,neutral,,jpg,train
586,1803,buaa,nir,data/BUAA/BUAAVISNIR/45/22.bmp,22.bmp,buaa-45-22.jpg,,,bmp,mongo,1.0,0.97,0.09,Happy,,,,45.0,affection,,jpg,train
587,1805,buaa,nir,data/BUAA/BUAAVISNIR/45/24.bmp,24.bmp,buaa-45-24.jpg,,,bmp,mongo,0.0,-0.07,-0.21,Neutral,,,,45.0,affection,,jpg,train
588,1807,buaa,nir,data/BUAA/BUAAVISNIR/45/26.bmp,26.bmp,buaa-45-26.jpg,,,bmp,mongo,2.0,-0.74,-0.46,Sad,,,,45.0,affection,,jpg,train
589,1809,buaa,nir,data/BUAA/BUAAVISNIR/45/28.bmp,28.bmp,buaa-45-28.jpg,,,bmp,mongo,3.0,0.34,0.76,Surprise,,,,45.0,affection,,jpg,train
590,1825,buaa,nir,data/BUAA/BUAAVISNIR/147/2.bmp,2.bmp,buaa-147-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,147.0,neutral,,jpg,train
599,1843,buaa,nir,data/BUAA/BUAAVISNIR/147/22.bmp,22.bmp,buaa-147-22.jpg,,,bmp,mongo,1.0,0.94,-0.07,Happy,,,,147.0,affection,,jpg,train
600,1845,buaa,nir,data/BUAA/BUAAVISNIR/147/24.bmp,24.bmp,buaa-147-24.jpg,,,bmp,mongo,2.0,-0.81,-0.43,Sad,,,,147.0,affection,,jpg,train
601,1847,buaa,nir,data/BUAA/BUAAVISNIR/147/26.bmp,26.bmp,buaa-147-26.jpg,,,bmp,mongo,2.0,-0.26,-0.14,Sad,,,,147.0,affection,,jpg,train
602,1849,buaa,nir,data/BUAA/BUAAVISNIR/147/28.bmp,28.bmp,buaa-147-28.jpg,,,bmp,mongo,4.0,-0.11,0.78,Fear,,,,147.0,affection,,jpg,train
603,1865,buaa,nir,data/BUAA/BUAAVISNIR/131/2.bmp,2.bmp,buaa-131-2.jpg,,,bmp,mongo,0.0,0.4,0.02,Neutral,,,,131.0,neutral,,jpg,train
612,1883,buaa,nir,data/BUAA/BUAAVISNIR/131/22.bmp,22.bmp,buaa-131-22.jpg,,,bmp,mongo,1.0,0.41,0.13,Happy,,,,131.0,affection,,jpg,train
613,1885,buaa,nir,data/BUAA/BUAAVISNIR/131/24.bmp,24.bmp,buaa-131-24.jpg,,,bmp,mongo,0.0,-0.02,-0.65,Neutral,,,,131.0,affection,,jpg,train
614,1887,buaa,nir,data/BUAA/BUAAVISNIR/131/26.bmp,26.bmp,buaa-131-26.jpg,,,bmp,mongo,2.0,-0.49,-0.74,Sad,,,,131.0,affection,,jpg,train
615,1889,buaa,nir,data/BUAA/BUAAVISNIR/131/28.bmp,28.bmp,buaa-131-28.jpg,,,bmp,mongo,4.0,-0.14,0.78,Fear,,,,131.0,affection,,jpg,train
616,1905,buaa,nir,data/BUAA/BUAAVISNIR/62/2.bmp,2.bmp,buaa-62-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,62.0,neutral,,jpg,train
625,1923,buaa,nir,data/BUAA/BUAAVISNIR/62/22.bmp,22.bmp,buaa-62-22.jpg,,,bmp,mongo,1.0,0.93,0.13,Happy,,,,62.0,affection,,jpg,train
626,1925,buaa,nir,data/BUAA/BUAAVISNIR/62/24.bmp,24.bmp,buaa-62-24.jpg,,,bmp,mongo,4.0,-0.09,0.9,Fear,,,,62.0,affection,,jpg,train
627,1927,buaa,nir,data/BUAA/BUAAVISNIR/62/26.bmp,26.bmp,buaa-62-26.jpg,,,bmp,mongo,7.0,-0.6,0.63,Contempt,,,,62.0,affection,,jpg,train
628,1929,buaa,nir,data/BUAA/BUAAVISNIR/62/28.bmp,28.bmp,buaa-62-28.jpg,,,bmp,mongo,3.0,0.41,0.88,Surprise,,,,62.0,affection,,jpg,train
629,1945,buaa,nir,data/BUAA/BUAAVISNIR/123/2.bmp,2.bmp,buaa-123-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,123.0,neutral,,jpg,train
638,1963,buaa,nir,data/BUAA/BUAAVISNIR/123/22.bmp,22.bmp,buaa-123-22.jpg,,,bmp,mongo,1.0,0.87,0.29,Happy,,,,123.0,affection,,jpg,train
639,1965,buaa,nir,data/BUAA/BUAAVISNIR/123/24.bmp,24.bmp,buaa-123-24.jpg,,,bmp,mongo,2.0,-0.33,-0.42,Sad,,,,123.0,affection,,jpg,train
640,1967,buaa,nir,data/BUAA/BUAAVISNIR/123/26.bmp,26.bmp,buaa-123-26.jpg,,,bmp,mongo,0.0,-0.26,-0.18,Neutral,,,,123.0,affection,,jpg,train
641,1969,buaa,nir,data/BUAA/BUAAVISNIR/123/28.bmp,28.bmp,buaa-123-28.jpg,,,bmp,mongo,4.0,-0.76,0.06,Fear,,,,123.0,affection,,jpg,train
642,1985,buaa,nir,data/BUAA/BUAAVISNIR/29/2.bmp,2.bmp,buaa-29-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,29.0,neutral,,jpg,train
651,2003,buaa,nir,data/BUAA/BUAAVISNIR/29/22.bmp,22.bmp,buaa-29-22.jpg,,,bmp,mongo,1.0,0.72,0.17,Happy,,,,29.0,affection,,jpg,train
652,2005,buaa,nir,data/BUAA/BUAAVISNIR/29/24.bmp,24.bmp,buaa-29-24.jpg,,,bmp,mongo,1.0,0.85,-0.06,Happy,,,,29.0,affection,,jpg,train
653,2007,buaa,nir,data/BUAA/BUAAVISNIR/29/26.bmp,26.bmp,buaa-29-26.jpg,,,bmp,mongo,2.0,-0.36,-0.81,Sad,,,,29.0,affection,,jpg,train
654,2009,buaa,nir,data/BUAA/BUAAVISNIR/29/28.bmp,28.bmp,buaa-29-28.jpg,,,bmp,mongo,3.0,0.08,0.91,Surprise,,,,29.0,affection,,jpg,train
655,2025,buaa,nir,data/BUAA/BUAAVISNIR/36/2.bmp,2.bmp,buaa-36-2.jpg,,,bmp,mongo,0.0,0.3,-0.06,Neutral,,,,36.0,neutral,,jpg,train
664,2043,buaa,nir,data/BUAA/BUAAVISNIR/36/22.bmp,22.bmp,buaa-36-22.jpg,,,bmp,mongo,1.0,0.89,0.21,Happy,,,,36.0,affection,,jpg,train
665,2045,buaa,nir,data/BUAA/BUAAVISNIR/36/24.bmp,24.bmp,buaa-36-24.jpg,,,bmp,mongo,2.0,-0.58,-0.1,Sad,,,,36.0,affection,,jpg,train
666,2047,buaa,nir,data/BUAA/BUAAVISNIR/36/26.bmp,26.bmp,buaa-36-26.jpg,,,bmp,mongo,2.0,-0.56,-0.1,Sad,,,,36.0,affection,,jpg,train
667,2049,buaa,nir,data/BUAA/BUAAVISNIR/36/28.bmp,28.bmp,buaa-36-28.jpg,,,bmp,mongo,4.0,-0.08,0.88,Fear,,,,36.0,affection,,jpg,train
668,2065,buaa,nir,data/BUAA/BUAAVISNIR/93/2.bmp,2.bmp,buaa-93-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,93.0,neutral,,jpg,train
677,2083,buaa,nir,data/BUAA/BUAAVISNIR/93/22.bmp,22.bmp,buaa-93-22.jpg,,,bmp,mongo,1.0,0.91,0.11,Happy,,,,93.0,affection,,jpg,train
678,2085,buaa,nir,data/BUAA/BUAAVISNIR/93/24.bmp,24.bmp,buaa-93-24.jpg,,,bmp,mongo,6.0,-0.39,0.77,Anger,,,,93.0,affection,,jpg,train
679,2087,buaa,nir,data/BUAA/BUAAVISNIR/93/26.bmp,26.bmp,buaa-93-26.jpg,,,bmp,mongo,6.0,-0.43,0.74,Anger,,,,93.0,affection,,jpg,train
680,2089,buaa,nir,data/BUAA/BUAAVISNIR/93/28.bmp,28.bmp,buaa-93-28.jpg,,,bmp,mongo,3.0,-0.1,0.9,Surprise,,,,93.0,affection,,jpg,train
681,2105,buaa,nir,data/BUAA/BUAAVISNIR/79/2.bmp,2.bmp,buaa-79-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,79.0,neutral,,jpg,train
690,2123,buaa,nir,data/BUAA/BUAAVISNIR/79/22.bmp,22.bmp,buaa-79-22.jpg,,,bmp,mongo,1.0,0.78,-0.55,Happy,,,,79.0,affection,,jpg,train
691,2125,buaa,nir,data/BUAA/BUAAVISNIR/79/24.bmp,24.bmp,buaa-79-24.jpg,,,bmp,mongo,0.0,0.3,-0.24,Neutral,,,,79.0,affection,,jpg,train
692,2127,buaa,nir,data/BUAA/BUAAVISNIR/79/26.bmp,26.bmp,buaa-79-26.jpg,,,bmp,mongo,2.0,-0.79,-0.42,Sad,,,,79.0,affection,,jpg,train
693,2129,buaa,nir,data/BUAA/BUAAVISNIR/79/28.bmp,28.bmp,buaa-79-28.jpg,,,bmp,mongo,3.0,0.39,0.89,Surprise,,,,79.0,affection,,jpg,train
694,2145,buaa,nir,data/BUAA/BUAAVISNIR/84/2.bmp,2.bmp,buaa-84-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,84.0,neutral,,jpg,train
703,2163,buaa,nir,data/BUAA/BUAAVISNIR/84/22.bmp,22.bmp,buaa-84-22.jpg,,,bmp,mongo,1.0,0.9,0.12,Happy,,,,84.0,affection,,jpg,train
704,2165,buaa,nir,data/BUAA/BUAAVISNIR/84/24.bmp,24.bmp,buaa-84-24.jpg,,,bmp,mongo,6.0,-0.4,0.8,Anger,,,,84.0,affection,,jpg,train
705,2167,buaa,nir,data/BUAA/BUAAVISNIR/84/26.bmp,26.bmp,buaa-84-26.jpg,,,bmp,mongo,2.0,-0.81,-0.43,Sad,,,,84.0,affection,,jpg,train
706,2169,buaa,nir,data/BUAA/BUAAVISNIR/84/28.bmp,28.bmp,buaa-84-28.jpg,,,bmp,mongo,3.0,0.09,0.76,Surprise,,,,84.0,affection,,jpg,train
707,2185,buaa,nir,data/BUAA/BUAAVISNIR/120/2.bmp,2.bmp,buaa-120-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,120.0,neutral,,jpg,test
716,2203,buaa,nir,data/BUAA/BUAAVISNIR/120/22.bmp,22.bmp,buaa-120-22.jpg,,,bmp,mongo,1.0,0.54,0.19,Happy,,,,120.0,affection,,jpg,test
717,2205,buaa,nir,data/BUAA/BUAAVISNIR/120/24.bmp,24.bmp,buaa-120-24.jpg,,,bmp,mongo,0.0,-0.24,0.2,Neutral,,,,120.0,affection,,jpg,test
718,2207,buaa,nir,data/BUAA/BUAAVISNIR/120/26.bmp,26.bmp,buaa-120-26.jpg,,,bmp,mongo,2.0,-0.22,-0.13,Sad,,,,120.0,affection,,jpg,test
719,2209,buaa,nir,data/BUAA/BUAAVISNIR/120/28.bmp,28.bmp,buaa-120-28.jpg,,,bmp,mongo,0.0,-0.06,0.06,Neutral,,,,120.0,affection,,jpg,test
720,2225,buaa,nir,data/BUAA/BUAAVISNIR/76/2.bmp,2.bmp,buaa-76-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,76.0,neutral,,jpg,train
729,2243,buaa,nir,data/BUAA/BUAAVISNIR/76/22.bmp,22.bmp,buaa-76-22.jpg,,,bmp,mongo,1.0,0.87,0.35,Happy,,,,76.0,affection,,jpg,train
730,2245,buaa,nir,data/BUAA/BUAAVISNIR/76/24.bmp,24.bmp,buaa-76-24.jpg,,,bmp,mongo,1.0,0.65,0.15,Happy,,,,76.0,affection,,jpg,train
731,2247,buaa,nir,data/BUAA/BUAAVISNIR/76/26.bmp,26.bmp,buaa-76-26.jpg,,,bmp,mongo,2.0,-0.43,-0.52,Sad,,,,76.0,affection,,jpg,train
732,2249,buaa,nir,data/BUAA/BUAAVISNIR/76/28.bmp,28.bmp,buaa-76-28.jpg,,,bmp,mongo,3.0,0.52,0.18,Surprise,,,,76.0,affection,,jpg,train
733,2265,buaa,nir,data/BUAA/BUAAVISNIR/17/2.bmp,2.bmp,buaa-17-2.jpg,,,bmp,mongo,0.0,0.35,-0.03,Neutral,,,,17.0,neutral,,jpg,train
