,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype
491,buaa,nir,data/BUAA/BUAAVISNIR/22/12.bmp,12.bmp,buaa-22-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,22,tilt,,jpg
493,buaa,nir,data/BUAA/BUAAVISNIR/22/14.bmp,14.bmp,buaa-22-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,22,tilt,,jpg
495,buaa,nir,data/BUAA/BUAAVISNIR/22/16.bmp,16.bmp,buaa-22-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,22,tilt,,jpg
497,buaa,nir,data/BUAA/BUAAVISNIR/22/18.bmp,18.bmp,buaa-22-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,22,tilt,,jpg
499,buaa,nir,data/BUAA/BUAAVISNIR/22/22.bmp,22.bmp,buaa-22-22.jpg,,,bmp,mongo,1.0,0.53,0.32,Happy,,,,22,affection,,jpg
501,buaa,nir,data/BUAA/BUAAVISNIR/22/24.bmp,24.bmp,buaa-22-24.jpg,,,bmp,mongo,2.0,-0.84,-0.42,Sad,,,,22,affection,,jpg
503,buaa,nir,data/BUAA/BUAAVISNIR/22/26.bmp,26.bmp,buaa-22-26.jpg,,,bmp,mongo,2.0,-0.76,-0.31,Sad,,,,22,affection,,jpg
505,buaa,nir,data/BUAA/BUAAVISNIR/22/28.bmp,28.bmp,buaa-22-28.jpg,,,bmp,mongo,2.0,-0.11,-0.33,Sad,,,,22,affection,,jpg
521,buaa,nir,data/BUAA/BUAAVISNIR/78/2.bmp,2.bmp,buaa-78-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,neutral,,jpg
523,buaa,nir,data/BUAA/BUAAVISNIR/78/4.bmp,4.bmp,buaa-78-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg
525,buaa,nir,data/BUAA/BUAAVISNIR/78/6.bmp,6.bmp,buaa-78-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg
527,buaa,nir,data/BUAA/BUAAVISNIR/78/8.bmp,8.bmp,buaa-78-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg
529,buaa,nir,data/BUAA/BUAAVISNIR/78/10.bmp,10.bmp,buaa-78-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg
531,buaa,nir,data/BUAA/BUAAVISNIR/78/12.bmp,12.bmp,buaa-78-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg
533,buaa,nir,data/BUAA/BUAAVISNIR/78/14.bmp,14.bmp,buaa-78-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg
535,buaa,nir,data/BUAA/BUAAVISNIR/78/16.bmp,16.bmp,buaa-78-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg
537,buaa,nir,data/BUAA/BUAAVISNIR/78/18.bmp,18.bmp,buaa-78-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg
539,buaa,nir,data/BUAA/BUAAVISNIR/78/22.bmp,22.bmp,buaa-78-22.jpg,,,bmp,mongo,1.0,1.0,0.16,Happy,,,,78,affection,,jpg
541,buaa,nir,data/BUAA/BUAAVISNIR/78/24.bmp,24.bmp,buaa-78-24.jpg,,,bmp,mongo,2.0,-0.57,-0.15,Sad,,,,78,affection,,jpg
543,buaa,nir,data/BUAA/BUAAVISNIR/78/26.bmp,26.bmp,buaa-78-26.jpg,,,bmp,mongo,1.0,0.89,-0.09,Happy,,,,78,affection,,jpg
545,buaa,nir,data/BUAA/BUAAVISNIR/78/28.bmp,28.bmp,buaa-78-28.jpg,,,bmp,mongo,4.0,-0.17,0.76,Fear,,,,78,affection,,jpg
561,buaa,nir,data/BUAA/BUAAVISNIR/71/2.bmp,2.bmp,buaa-71-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,neutral,,jpg
563,buaa,nir,data/BUAA/BUAAVISNIR/71/4.bmp,4.bmp,buaa-71-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg
565,buaa,nir,data/BUAA/BUAAVISNIR/71/6.bmp,6.bmp,buaa-71-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg
567,buaa,nir,data/BUAA/BUAAVISNIR/71/8.bmp,8.bmp,buaa-71-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg
569,buaa,nir,data/BUAA/BUAAVISNIR/71/10.bmp,10.bmp,buaa-71-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg
571,buaa,nir,data/BUAA/BUAAVISNIR/71/12.bmp,12.bmp,buaa-71-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg
573,buaa,nir,data/BUAA/BUAAVISNIR/71/14.bmp,14.bmp,buaa-71-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg
575,buaa,nir,data/BUAA/BUAAVISNIR/71/16.bmp,16.bmp,buaa-71-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg
577,buaa,nir,data/BUAA/BUAAVISNIR/71/18.bmp,18.bmp,buaa-71-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg
579,buaa,nir,data/BUAA/BUAAVISNIR/71/22.bmp,22.bmp,buaa-71-22.jpg,,,bmp,mongo,1.0,0.89,0.17,Happy,,,,71,affection,,jpg
581,buaa,nir,data/BUAA/BUAAVISNIR/71/24.bmp,24.bmp,buaa-71-24.jpg,,,bmp,mongo,1.0,0.93,-0.06,Happy,,,,71,affection,,jpg
583,buaa,nir,data/BUAA/BUAAVISNIR/71/26.bmp,26.bmp,buaa-71-26.jpg,,,bmp,mongo,2.0,-0.18,-0.14,Sad,,,,71,affection,,jpg
585,buaa,nir,data/BUAA/BUAAVISNIR/71/28.bmp,28.bmp,buaa-71-28.jpg,,,bmp,mongo,3.0,0.41,0.87,Surprise,,,,71,affection,,jpg
601,buaa,nir,data/BUAA/BUAAVISNIR/121/2.bmp,2.bmp,buaa-121-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,neutral,,jpg
603,buaa,nir,data/BUAA/BUAAVISNIR/121/4.bmp,4.bmp,buaa-121-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg
605,buaa,nir,data/BUAA/BUAAVISNIR/121/6.bmp,6.bmp,buaa-121-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg
607,buaa,nir,data/BUAA/BUAAVISNIR/121/8.bmp,8.bmp,buaa-121-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg
609,buaa,nir,data/BUAA/BUAAVISNIR/121/10.bmp,10.bmp,buaa-121-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg
611,buaa,nir,data/BUAA/BUAAVISNIR/121/12.bmp,12.bmp,buaa-121-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg
613,buaa,nir,data/BUAA/BUAAVISNIR/121/14.bmp,14.bmp,buaa-121-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg
615,buaa,nir,data/BUAA/BUAAVISNIR/121/16.bmp,16.bmp,buaa-121-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg
617,buaa,nir,data/BUAA/BUAAVISNIR/121/18.bmp,18.bmp,buaa-121-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg
619,buaa,nir,data/BUAA/BUAAVISNIR/121/22.bmp,22.bmp,buaa-121-22.jpg,,,bmp,mongo,1.0,0.62,0.36,Happy,,,,121,affection,,jpg
621,buaa,nir,data/BUAA/BUAAVISNIR/121/24.bmp,24.bmp,buaa-121-24.jpg,,,bmp,mongo,1.0,0.77,-0.59,Happy,,,,121,affection,,jpg
623,buaa,nir,data/BUAA/BUAAVISNIR/121/26.bmp,26.bmp,buaa-121-26.jpg,,,bmp,mongo,1.0,0.37,0.03,Happy,,,,121,affection,,jpg
625,buaa,nir,data/BUAA/BUAAVISNIR/121/28.bmp,28.bmp,buaa-121-28.jpg,,,bmp,mongo,3.0,0.36,0.85,Surprise,,,,121,affection,,jpg
641,buaa,nir,data/BUAA/BUAAVISNIR/81/2.bmp,2.bmp,buaa-81-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,neutral,,jpg
643,buaa,nir,data/BUAA/BUAAVISNIR/81/4.bmp,4.bmp,buaa-81-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg
645,buaa,nir,data/BUAA/BUAAVISNIR/81/6.bmp,6.bmp,buaa-81-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg
647,buaa,nir,data/BUAA/BUAAVISNIR/81/8.bmp,8.bmp,buaa-81-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg
649,buaa,nir,data/BUAA/BUAAVISNIR/81/10.bmp,10.bmp,buaa-81-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg
651,buaa,nir,data/BUAA/BUAAVISNIR/81/12.bmp,12.bmp,buaa-81-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg
653,buaa,nir,data/BUAA/BUAAVISNIR/81/14.bmp,14.bmp,buaa-81-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg
655,buaa,nir,data/BUAA/BUAAVISNIR/81/16.bmp,16.bmp,buaa-81-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg
657,buaa,nir,data/BUAA/BUAAVISNIR/81/18.bmp,18.bmp,buaa-81-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg
659,buaa,nir,data/BUAA/BUAAVISNIR/81/22.bmp,22.bmp,buaa-81-22.jpg,,,bmp,mongo,1.0,0.65,0.3,Happy,,,,81,affection,,jpg
661,buaa,nir,data/BUAA/BUAAVISNIR/81/24.bmp,24.bmp,buaa-81-24.jpg,,,bmp,mongo,6.0,-0.33,0.75,Anger,,,,81,affection,,jpg
663,buaa,nir,data/BUAA/BUAAVISNIR/81/26.bmp,26.bmp,buaa-81-26.jpg,,,bmp,mongo,2.0,-0.48,0.05,Sad,,,,81,affection,,jpg
665,buaa,nir,data/BUAA/BUAAVISNIR/81/28.bmp,28.bmp,buaa-81-28.jpg,,,bmp,mongo,1.0,0.61,0.36,Happy,,,,81,affection,,jpg
681,buaa,nir,data/BUAA/BUAAVISNIR/32/2.bmp,2.bmp,buaa-32-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,neutral,,jpg
683,buaa,nir,data/BUAA/BUAAVISNIR/32/4.bmp,4.bmp,buaa-32-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg
685,buaa,nir,data/BUAA/BUAAVISNIR/32/6.bmp,6.bmp,buaa-32-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg
687,buaa,nir,data/BUAA/BUAAVISNIR/32/8.bmp,8.bmp,buaa-32-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg
689,buaa,nir,data/BUAA/BUAAVISNIR/32/10.bmp,10.bmp,buaa-32-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg
691,buaa,nir,data/BUAA/BUAAVISNIR/32/12.bmp,12.bmp,buaa-32-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg
693,buaa,nir,data/BUAA/BUAAVISNIR/32/14.bmp,14.bmp,buaa-32-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg
695,buaa,nir,data/BUAA/BUAAVISNIR/32/16.bmp,16.bmp,buaa-32-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg
697,buaa,nir,data/BUAA/BUAAVISNIR/32/18.bmp,18.bmp,buaa-32-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg
699,buaa,nir,data/BUAA/BUAAVISNIR/32/22.bmp,22.bmp,buaa-32-22.jpg,,,bmp,mongo,1.0,0.14,0.25,Happy,,,,32,affection,,jpg
701,buaa,nir,data/BUAA/BUAAVISNIR/32/24.bmp,24.bmp,buaa-32-24.jpg,,,bmp,mongo,6.0,-0.44,0.78,Anger,,,,32,affection,,jpg
703,buaa,nir,data/BUAA/BUAAVISNIR/32/26.bmp,26.bmp,buaa-32-26.jpg,,,bmp,mongo,0.0,0.05,-0.61,Neutral,,,,32,affection,,jpg
705,buaa,nir,data/BUAA/BUAAVISNIR/32/28.bmp,28.bmp,buaa-32-28.jpg,,,bmp,mongo,4.0,-0.9,0.05,Fear,,,,32,affection,,jpg
721,buaa,nir,data/BUAA/BUAAVISNIR/34/2.bmp,2.bmp,buaa-34-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,neutral,,jpg
723,buaa,nir,data/BUAA/BUAAVISNIR/34/4.bmp,4.bmp,buaa-34-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg
725,buaa,nir,data/BUAA/BUAAVISNIR/34/6.bmp,6.bmp,buaa-34-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg
727,buaa,nir,data/BUAA/BUAAVISNIR/34/8.bmp,8.bmp,buaa-34-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg
729,buaa,nir,data/BUAA/BUAAVISNIR/34/10.bmp,10.bmp,buaa-34-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg
731,buaa,nir,data/BUAA/BUAAVISNIR/34/12.bmp,12.bmp,buaa-34-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg
733,buaa,nir,data/BUAA/BUAAVISNIR/34/14.bmp,14.bmp,buaa-34-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg
735,buaa,nir,data/BUAA/BUAAVISNIR/34/16.bmp,16.bmp,buaa-34-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg
737,buaa,nir,data/BUAA/BUAAVISNIR/34/18.bmp,18.bmp,buaa-34-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg
739,buaa,nir,data/BUAA/BUAAVISNIR/34/22.bmp,22.bmp,buaa-34-22.jpg,,,bmp,mongo,1.0,0.55,0.19,Happy,,,,34,affection,,jpg
741,buaa,nir,data/BUAA/BUAAVISNIR/34/24.bmp,24.bmp,buaa-34-24.jpg,,,bmp,mongo,1.0,0.74,-0.31,Happy,,,,34,affection,,jpg
743,buaa,nir,data/BUAA/BUAAVISNIR/34/26.bmp,26.bmp,buaa-34-26.jpg,,,bmp,mongo,1.0,0.51,-0.53,Happy,,,,34,affection,,jpg
745,buaa,nir,data/BUAA/BUAAVISNIR/34/28.bmp,28.bmp,buaa-34-28.jpg,,,bmp,mongo,1.0,0.69,0.14,Happy,,,,34,affection,,jpg
761,buaa,nir,data/BUAA/BUAAVISNIR/47/2.bmp,2.bmp,buaa-47-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,neutral,,jpg
763,buaa,nir,data/BUAA/BUAAVISNIR/47/4.bmp,4.bmp,buaa-47-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg
765,buaa,nir,data/BUAA/BUAAVISNIR/47/6.bmp,6.bmp,buaa-47-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg
767,buaa,nir,data/BUAA/BUAAVISNIR/47/8.bmp,8.bmp,buaa-47-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg
769,buaa,nir,data/BUAA/BUAAVISNIR/47/10.bmp,10.bmp,buaa-47-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg
771,buaa,nir,data/BUAA/BUAAVISNIR/47/12.bmp,12.bmp,buaa-47-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg
773,buaa,nir,data/BUAA/BUAAVISNIR/47/14.bmp,14.bmp,buaa-47-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg
775,buaa,nir,data/BUAA/BUAAVISNIR/47/16.bmp,16.bmp,buaa-47-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg
777,buaa,nir,data/BUAA/BUAAVISNIR/47/18.bmp,18.bmp,buaa-47-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg
779,buaa,nir,data/BUAA/BUAAVISNIR/47/22.bmp,22.bmp,buaa-47-22.jpg,,,bmp,mongo,1.0,0.73,0.16,Happy,,,,47,affection,,jpg
781,buaa,nir,data/BUAA/BUAAVISNIR/47/24.bmp,24.bmp,buaa-47-24.jpg,,,bmp,mongo,0.0,0.08,-0.6,Neutral,,,,47,affection,,jpg
783,buaa,nir,data/BUAA/BUAAVISNIR/47/26.bmp,26.bmp,buaa-47-26.jpg,,,bmp,mongo,2.0,-0.14,-0.36,Sad,,,,47,affection,,jpg
785,buaa,nir,data/BUAA/BUAAVISNIR/47/28.bmp,28.bmp,buaa-47-28.jpg,,,bmp,mongo,4.0,-0.09,0.89,Fear,,,,47,affection,,jpg
801,buaa,nir,data/BUAA/BUAAVISNIR/40/2.bmp,2.bmp,buaa-40-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,neutral,,jpg
803,buaa,nir,data/BUAA/BUAAVISNIR/40/4.bmp,4.bmp,buaa-40-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg
805,buaa,nir,data/BUAA/BUAAVISNIR/40/6.bmp,6.bmp,buaa-40-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg
807,buaa,nir,data/BUAA/BUAAVISNIR/40/8.bmp,8.bmp,buaa-40-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg
809,buaa,nir,data/BUAA/BUAAVISNIR/40/10.bmp,10.bmp,buaa-40-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg
811,buaa,nir,data/BUAA/BUAAVISNIR/40/12.bmp,12.bmp,buaa-40-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg
813,buaa,nir,data/BUAA/BUAAVISNIR/40/14.bmp,14.bmp,buaa-40-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg
815,buaa,nir,data/BUAA/BUAAVISNIR/40/16.bmp,16.bmp,buaa-40-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg
817,buaa,nir,data/BUAA/BUAAVISNIR/40/18.bmp,18.bmp,buaa-40-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg
819,buaa,nir,data/BUAA/BUAAVISNIR/40/22.bmp,22.bmp,buaa-40-22.jpg,,,bmp,mongo,1.0,0.85,-0.04,Happy,,,,40,affection,,jpg
821,buaa,nir,data/BUAA/BUAAVISNIR/40/24.bmp,24.bmp,buaa-40-24.jpg,,,bmp,mongo,2.0,-0.21,-0.21,Sad,,,,40,affection,,jpg
823,buaa,nir,data/BUAA/BUAAVISNIR/40/26.bmp,26.bmp,buaa-40-26.jpg,,,bmp,mongo,2.0,-0.79,-0.05,Sad,,,,40,affection,,jpg
825,buaa,nir,data/BUAA/BUAAVISNIR/40/28.bmp,28.bmp,buaa-40-28.jpg,,,bmp,mongo,3.0,-0.43,-0.15,Surprise,,,,40,affection,,jpg
841,buaa,nir,data/BUAA/BUAAVISNIR/35/2.bmp,2.bmp,buaa-35-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,neutral,,jpg
843,buaa,nir,data/BUAA/BUAAVISNIR/35/4.bmp,4.bmp,buaa-35-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg
845,buaa,nir,data/BUAA/BUAAVISNIR/35/6.bmp,6.bmp,buaa-35-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg
847,buaa,nir,data/BUAA/BUAAVISNIR/35/8.bmp,8.bmp,buaa-35-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg
849,buaa,nir,data/BUAA/BUAAVISNIR/35/10.bmp,10.bmp,buaa-35-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg
851,buaa,nir,data/BUAA/BUAAVISNIR/35/12.bmp,12.bmp,buaa-35-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg
853,buaa,nir,data/BUAA/BUAAVISNIR/35/14.bmp,14.bmp,buaa-35-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg
855,buaa,nir,data/BUAA/BUAAVISNIR/35/16.bmp,16.bmp,buaa-35-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg
857,buaa,nir,data/BUAA/BUAAVISNIR/35/18.bmp,18.bmp,buaa-35-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg
859,buaa,nir,data/BUAA/BUAAVISNIR/35/22.bmp,22.bmp,buaa-35-22.jpg,,,bmp,mongo,1.0,0.82,0.36,Happy,,,,35,affection,,jpg
861,buaa,nir,data/BUAA/BUAAVISNIR/35/24.bmp,24.bmp,buaa-35-24.jpg,,,bmp,mongo,2.0,-0.6,-0.41,Sad,,,,35,affection,,jpg
863,buaa,nir,data/BUAA/BUAAVISNIR/35/26.bmp,26.bmp,buaa-35-26.jpg,,,bmp,mongo,1.0,0.48,0.19,Happy,,,,35,affection,,jpg
865,buaa,nir,data/BUAA/BUAAVISNIR/35/28.bmp,28.bmp,buaa-35-28.jpg,,,bmp,mongo,1.0,0.49,0.04,Happy,,,,35,affection,,jpg
881,buaa,nir,data/BUAA/BUAAVISNIR/46/2.bmp,2.bmp,buaa-46-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,46,neutral,,jpg
883,buaa,nir,data/BUAA/BUAAVISNIR/46/4.bmp,4.bmp,buaa-46-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,46,tilt,,jpg
885,buaa,nir,data/BUAA/BUAAVISNIR/46/6.bmp,6.bmp,buaa-46-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,46,tilt,,jpg
887,buaa,nir,data/BUAA/BUAAVISNIR/46/8.bmp,8.bmp,buaa-46-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,46,tilt,,jpg
889,buaa,nir,data/BUAA/BUAAVISNIR/46/10.bmp,10.bmp,buaa-46-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,46,tilt,,jpg
891,buaa,nir,data/BUAA/BUAAVISNIR/46/12.bmp,12.bmp,buaa-46-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,46,tilt,,jpg
893,buaa,nir,data/BUAA/BUAAVISNIR/46/14.bmp,14.bmp,buaa-46-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,46,tilt,,jpg
895,buaa,nir,data/BUAA/BUAAVISNIR/46/16.bmp,16.bmp,buaa-46-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,46,tilt,,jpg
897,buaa,nir,data/BUAA/BUAAVISNIR/46/18.bmp,18.bmp,buaa-46-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,46,tilt,,jpg
899,buaa,nir,data/BUAA/BUAAVISNIR/46/22.bmp,22.bmp,buaa-46-22.jpg,,,bmp,mongo,1.0,0.39,0.15,Happy,,,,46,affection,,jpg
901,buaa,nir,data/BUAA/BUAAVISNIR/46/24.bmp,24.bmp,buaa-46-24.jpg,,,bmp,mongo,6.0,-0.33,0.25,Anger,,,,46,affection,,jpg
903,buaa,nir,data/BUAA/BUAAVISNIR/46/26.bmp,26.bmp,buaa-46-26.jpg,,,bmp,mongo,2.0,-0.49,-0.12,Sad,,,,46,affection,,jpg
905,buaa,nir,data/BUAA/BUAAVISNIR/46/28.bmp,28.bmp,buaa-46-28.jpg,,,bmp,mongo,4.0,-0.39,-0.22,Fear,,,,46,affection,,jpg
921,buaa,nir,data/BUAA/BUAAVISNIR/130/2.bmp,2.bmp,buaa-130-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,130,neutral,,jpg
923,buaa,nir,data/BUAA/BUAAVISNIR/130/4.bmp,4.bmp,buaa-130-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,130,tilt,,jpg
925,buaa,nir,data/BUAA/BUAAVISNIR/130/6.bmp,6.bmp,buaa-130-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,130,tilt,,jpg
927,buaa,nir,data/BUAA/BUAAVISNIR/130/8.bmp,8.bmp,buaa-130-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,130,tilt,,jpg
929,buaa,nir,data/BUAA/BUAAVISNIR/130/10.bmp,10.bmp,buaa-130-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,130,tilt,,jpg
931,buaa,nir,data/BUAA/BUAAVISNIR/130/12.bmp,12.bmp,buaa-130-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,130,tilt,,jpg
933,buaa,nir,data/BUAA/BUAAVISNIR/130/14.bmp,14.bmp,buaa-130-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,130,tilt,,jpg
935,buaa,nir,data/BUAA/BUAAVISNIR/130/16.bmp,16.bmp,buaa-130-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,130,tilt,,jpg
937,buaa,nir,data/BUAA/BUAAVISNIR/130/18.bmp,18.bmp,buaa-130-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,130,tilt,,jpg
939,buaa,nir,data/BUAA/BUAAVISNIR/130/22.bmp,22.bmp,buaa-130-22.jpg,,,bmp,mongo,1.0,0.8,0.15,Happy,,,,130,affection,,jpg
941,buaa,nir,data/BUAA/BUAAVISNIR/130/24.bmp,24.bmp,buaa-130-24.jpg,,,bmp,mongo,2.0,-0.19,-0.3,Sad,,,,130,affection,,jpg
