,db,spectra,filepath,filename,adjusted_unique_filename,oulucasia-patient,oulucasia-emotion,filetype,race,expression,valence,arousal,expression_name,casia-session,casia-patient,casia-img_id,buaa-patient,buaa-image_type,customdb-patient,new_filetype,split
445,buaa,nir,data/BUAA/BUAAVISNIR/18/6.bmp,6.bmp,buaa-18-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,18,tilt,,jpg,train
447,buaa,nir,data/BUAA/BUAAVISNIR/18/8.bmp,8.bmp,buaa-18-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,18,tilt,,jpg,train
449,buaa,nir,data/BUAA/BUAAVISNIR/18/10.bmp,10.bmp,buaa-18-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,18,tilt,,jpg,train
451,buaa,nir,data/BUAA/BUAAVISNIR/18/12.bmp,12.bmp,buaa-18-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,18,tilt,,jpg,train
453,buaa,nir,data/BUAA/BUAAVISNIR/18/14.bmp,14.bmp,buaa-18-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,18,tilt,,jpg,train
455,buaa,nir,data/BUAA/BUAAVISNIR/18/16.bmp,16.bmp,buaa-18-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,18,tilt,,jpg,train
457,buaa,nir,data/BUAA/BUAAVISNIR/18/18.bmp,18.bmp,buaa-18-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,18,tilt,,jpg,train
459,buaa,nir,data/BUAA/BUAAVISNIR/18/22.bmp,22.bmp,buaa-18-22.jpg,,,bmp,mongo,1.0,0.89,-0.05,Happy,,,,18,affection,,jpg,train
461,buaa,nir,data/BUAA/BUAAVISNIR/18/24.bmp,24.bmp,buaa-18-24.jpg,,,bmp,mongo,6.0,-0.19,0.54,Anger,,,,18,affection,,jpg,train
463,buaa,nir,data/BUAA/BUAAVISNIR/18/26.bmp,26.bmp,buaa-18-26.jpg,,,bmp,mongo,7.0,0.18,0.6,Contempt,,,,18,affection,,jpg,train
465,buaa,nir,data/BUAA/BUAAVISNIR/18/28.bmp,28.bmp,buaa-18-28.jpg,,,bmp,mongo,0.0,0.16,0.1,Neutral,,,,18,affection,,jpg,train
481,buaa,nir,data/BUAA/BUAAVISNIR/22/2.bmp,2.bmp,buaa-22-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,22,neutral,,jpg,train
483,buaa,nir,data/BUAA/BUAAVISNIR/22/4.bmp,4.bmp,buaa-22-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,22,tilt,,jpg,train
485,buaa,nir,data/BUAA/BUAAVISNIR/22/6.bmp,6.bmp,buaa-22-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,22,tilt,,jpg,train
487,buaa,nir,data/BUAA/BUAAVISNIR/22/8.bmp,8.bmp,buaa-22-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,22,tilt,,jpg,train
489,buaa,nir,data/BUAA/BUAAVISNIR/22/10.bmp,10.bmp,buaa-22-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,22,tilt,,jpg,train
491,buaa,nir,data/BUAA/BUAAVISNIR/22/12.bmp,12.bmp,buaa-22-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,22,tilt,,jpg,train
493,buaa,nir,data/BUAA/BUAAVISNIR/22/14.bmp,14.bmp,buaa-22-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,22,tilt,,jpg,train
495,buaa,nir,data/BUAA/BUAAVISNIR/22/16.bmp,16.bmp,buaa-22-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,22,tilt,,jpg,train
497,buaa,nir,data/BUAA/BUAAVISNIR/22/18.bmp,18.bmp,buaa-22-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,22,tilt,,jpg,train
499,buaa,nir,data/BUAA/BUAAVISNIR/22/22.bmp,22.bmp,buaa-22-22.jpg,,,bmp,mongo,1.0,0.53,0.32,Happy,,,,22,affection,,jpg,train
501,buaa,nir,data/BUAA/BUAAVISNIR/22/24.bmp,24.bmp,buaa-22-24.jpg,,,bmp,mongo,2.0,-0.84,-0.42,Sad,,,,22,affection,,jpg,train
503,buaa,nir,data/BUAA/BUAAVISNIR/22/26.bmp,26.bmp,buaa-22-26.jpg,,,bmp,mongo,2.0,-0.76,-0.31,Sad,,,,22,affection,,jpg,train
505,buaa,nir,data/BUAA/BUAAVISNIR/22/28.bmp,28.bmp,buaa-22-28.jpg,,,bmp,mongo,2.0,-0.11,-0.33,Sad,,,,22,affection,,jpg,train
521,buaa,nir,data/BUAA/BUAAVISNIR/78/2.bmp,2.bmp,buaa-78-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,neutral,,jpg,train
523,buaa,nir,data/BUAA/BUAAVISNIR/78/4.bmp,4.bmp,buaa-78-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg,train
525,buaa,nir,data/BUAA/BUAAVISNIR/78/6.bmp,6.bmp,buaa-78-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg,train
527,buaa,nir,data/BUAA/BUAAVISNIR/78/8.bmp,8.bmp,buaa-78-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg,train
529,buaa,nir,data/BUAA/BUAAVISNIR/78/10.bmp,10.bmp,buaa-78-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg,train
531,buaa,nir,data/BUAA/BUAAVISNIR/78/12.bmp,12.bmp,buaa-78-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg,train
533,buaa,nir,data/BUAA/BUAAVISNIR/78/14.bmp,14.bmp,buaa-78-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg,train
535,buaa,nir,data/BUAA/BUAAVISNIR/78/16.bmp,16.bmp,buaa-78-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg,train
537,buaa,nir,data/BUAA/BUAAVISNIR/78/18.bmp,18.bmp,buaa-78-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,78,tilt,,jpg,train
539,buaa,nir,data/BUAA/BUAAVISNIR/78/22.bmp,22.bmp,buaa-78-22.jpg,,,bmp,mongo,1.0,1.0,0.16,Happy,,,,78,affection,,jpg,train
541,buaa,nir,data/BUAA/BUAAVISNIR/78/24.bmp,24.bmp,buaa-78-24.jpg,,,bmp,mongo,2.0,-0.57,-0.15,Sad,,,,78,affection,,jpg,train
543,buaa,nir,data/BUAA/BUAAVISNIR/78/26.bmp,26.bmp,buaa-78-26.jpg,,,bmp,mongo,1.0,0.89,-0.09,Happy,,,,78,affection,,jpg,train
545,buaa,nir,data/BUAA/BUAAVISNIR/78/28.bmp,28.bmp,buaa-78-28.jpg,,,bmp,mongo,4.0,-0.17,0.76,Fear,,,,78,affection,,jpg,train
561,buaa,nir,data/BUAA/BUAAVISNIR/71/2.bmp,2.bmp,buaa-71-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,neutral,,jpg,train
563,buaa,nir,data/BUAA/BUAAVISNIR/71/4.bmp,4.bmp,buaa-71-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg,train
565,buaa,nir,data/BUAA/BUAAVISNIR/71/6.bmp,6.bmp,buaa-71-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg,train
567,buaa,nir,data/BUAA/BUAAVISNIR/71/8.bmp,8.bmp,buaa-71-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg,train
569,buaa,nir,data/BUAA/BUAAVISNIR/71/10.bmp,10.bmp,buaa-71-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg,train
571,buaa,nir,data/BUAA/BUAAVISNIR/71/12.bmp,12.bmp,buaa-71-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg,train
573,buaa,nir,data/BUAA/BUAAVISNIR/71/14.bmp,14.bmp,buaa-71-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg,train
575,buaa,nir,data/BUAA/BUAAVISNIR/71/16.bmp,16.bmp,buaa-71-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg,train
577,buaa,nir,data/BUAA/BUAAVISNIR/71/18.bmp,18.bmp,buaa-71-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,71,tilt,,jpg,train
579,buaa,nir,data/BUAA/BUAAVISNIR/71/22.bmp,22.bmp,buaa-71-22.jpg,,,bmp,mongo,1.0,0.89,0.17,Happy,,,,71,affection,,jpg,train
581,buaa,nir,data/BUAA/BUAAVISNIR/71/24.bmp,24.bmp,buaa-71-24.jpg,,,bmp,mongo,1.0,0.93,-0.06,Happy,,,,71,affection,,jpg,train
583,buaa,nir,data/BUAA/BUAAVISNIR/71/26.bmp,26.bmp,buaa-71-26.jpg,,,bmp,mongo,2.0,-0.18,-0.14,Sad,,,,71,affection,,jpg,train
585,buaa,nir,data/BUAA/BUAAVISNIR/71/28.bmp,28.bmp,buaa-71-28.jpg,,,bmp,mongo,3.0,0.41,0.87,Surprise,,,,71,affection,,jpg,train
601,buaa,nir,data/BUAA/BUAAVISNIR/121/2.bmp,2.bmp,buaa-121-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,neutral,,jpg,train
603,buaa,nir,data/BUAA/BUAAVISNIR/121/4.bmp,4.bmp,buaa-121-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg,train
605,buaa,nir,data/BUAA/BUAAVISNIR/121/6.bmp,6.bmp,buaa-121-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg,train
607,buaa,nir,data/BUAA/BUAAVISNIR/121/8.bmp,8.bmp,buaa-121-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg,train
609,buaa,nir,data/BUAA/BUAAVISNIR/121/10.bmp,10.bmp,buaa-121-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg,train
611,buaa,nir,data/BUAA/BUAAVISNIR/121/12.bmp,12.bmp,buaa-121-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg,train
613,buaa,nir,data/BUAA/BUAAVISNIR/121/14.bmp,14.bmp,buaa-121-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg,train
615,buaa,nir,data/BUAA/BUAAVISNIR/121/16.bmp,16.bmp,buaa-121-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg,train
617,buaa,nir,data/BUAA/BUAAVISNIR/121/18.bmp,18.bmp,buaa-121-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,121,tilt,,jpg,train
619,buaa,nir,data/BUAA/BUAAVISNIR/121/22.bmp,22.bmp,buaa-121-22.jpg,,,bmp,mongo,1.0,0.62,0.36,Happy,,,,121,affection,,jpg,train
621,buaa,nir,data/BUAA/BUAAVISNIR/121/24.bmp,24.bmp,buaa-121-24.jpg,,,bmp,mongo,1.0,0.77,-0.59,Happy,,,,121,affection,,jpg,train
623,buaa,nir,data/BUAA/BUAAVISNIR/121/26.bmp,26.bmp,buaa-121-26.jpg,,,bmp,mongo,1.0,0.37,0.03,Happy,,,,121,affection,,jpg,train
625,buaa,nir,data/BUAA/BUAAVISNIR/121/28.bmp,28.bmp,buaa-121-28.jpg,,,bmp,mongo,3.0,0.36,0.85,Surprise,,,,121,affection,,jpg,train
641,buaa,nir,data/BUAA/BUAAVISNIR/81/2.bmp,2.bmp,buaa-81-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,neutral,,jpg,train
643,buaa,nir,data/BUAA/BUAAVISNIR/81/4.bmp,4.bmp,buaa-81-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg,train
645,buaa,nir,data/BUAA/BUAAVISNIR/81/6.bmp,6.bmp,buaa-81-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg,train
647,buaa,nir,data/BUAA/BUAAVISNIR/81/8.bmp,8.bmp,buaa-81-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg,train
649,buaa,nir,data/BUAA/BUAAVISNIR/81/10.bmp,10.bmp,buaa-81-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg,train
651,buaa,nir,data/BUAA/BUAAVISNIR/81/12.bmp,12.bmp,buaa-81-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg,train
653,buaa,nir,data/BUAA/BUAAVISNIR/81/14.bmp,14.bmp,buaa-81-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg,train
655,buaa,nir,data/BUAA/BUAAVISNIR/81/16.bmp,16.bmp,buaa-81-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg,train
657,buaa,nir,data/BUAA/BUAAVISNIR/81/18.bmp,18.bmp,buaa-81-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,81,tilt,,jpg,train
659,buaa,nir,data/BUAA/BUAAVISNIR/81/22.bmp,22.bmp,buaa-81-22.jpg,,,bmp,mongo,1.0,0.65,0.3,Happy,,,,81,affection,,jpg,train
661,buaa,nir,data/BUAA/BUAAVISNIR/81/24.bmp,24.bmp,buaa-81-24.jpg,,,bmp,mongo,6.0,-0.33,0.75,Anger,,,,81,affection,,jpg,train
663,buaa,nir,data/BUAA/BUAAVISNIR/81/26.bmp,26.bmp,buaa-81-26.jpg,,,bmp,mongo,2.0,-0.48,0.05,Sad,,,,81,affection,,jpg,train
665,buaa,nir,data/BUAA/BUAAVISNIR/81/28.bmp,28.bmp,buaa-81-28.jpg,,,bmp,mongo,1.0,0.61,0.36,Happy,,,,81,affection,,jpg,train
681,buaa,nir,data/BUAA/BUAAVISNIR/32/2.bmp,2.bmp,buaa-32-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,neutral,,jpg,train
683,buaa,nir,data/BUAA/BUAAVISNIR/32/4.bmp,4.bmp,buaa-32-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg,train
685,buaa,nir,data/BUAA/BUAAVISNIR/32/6.bmp,6.bmp,buaa-32-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg,train
687,buaa,nir,data/BUAA/BUAAVISNIR/32/8.bmp,8.bmp,buaa-32-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg,train
689,buaa,nir,data/BUAA/BUAAVISNIR/32/10.bmp,10.bmp,buaa-32-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg,train
691,buaa,nir,data/BUAA/BUAAVISNIR/32/12.bmp,12.bmp,buaa-32-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg,train
693,buaa,nir,data/BUAA/BUAAVISNIR/32/14.bmp,14.bmp,buaa-32-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg,train
695,buaa,nir,data/BUAA/BUAAVISNIR/32/16.bmp,16.bmp,buaa-32-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg,train
697,buaa,nir,data/BUAA/BUAAVISNIR/32/18.bmp,18.bmp,buaa-32-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,32,tilt,,jpg,train
699,buaa,nir,data/BUAA/BUAAVISNIR/32/22.bmp,22.bmp,buaa-32-22.jpg,,,bmp,mongo,1.0,0.14,0.25,Happy,,,,32,affection,,jpg,train
701,buaa,nir,data/BUAA/BUAAVISNIR/32/24.bmp,24.bmp,buaa-32-24.jpg,,,bmp,mongo,6.0,-0.44,0.78,Anger,,,,32,affection,,jpg,train
703,buaa,nir,data/BUAA/BUAAVISNIR/32/26.bmp,26.bmp,buaa-32-26.jpg,,,bmp,mongo,0.0,0.05,-0.61,Neutral,,,,32,affection,,jpg,train
705,buaa,nir,data/BUAA/BUAAVISNIR/32/28.bmp,28.bmp,buaa-32-28.jpg,,,bmp,mongo,4.0,-0.9,0.05,Fear,,,,32,affection,,jpg,train
721,buaa,nir,data/BUAA/BUAAVISNIR/34/2.bmp,2.bmp,buaa-34-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,neutral,,jpg,train
723,buaa,nir,data/BUAA/BUAAVISNIR/34/4.bmp,4.bmp,buaa-34-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg,train
725,buaa,nir,data/BUAA/BUAAVISNIR/34/6.bmp,6.bmp,buaa-34-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg,train
727,buaa,nir,data/BUAA/BUAAVISNIR/34/8.bmp,8.bmp,buaa-34-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg,train
729,buaa,nir,data/BUAA/BUAAVISNIR/34/10.bmp,10.bmp,buaa-34-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg,train
731,buaa,nir,data/BUAA/BUAAVISNIR/34/12.bmp,12.bmp,buaa-34-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg,train
733,buaa,nir,data/BUAA/BUAAVISNIR/34/14.bmp,14.bmp,buaa-34-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg,train
735,buaa,nir,data/BUAA/BUAAVISNIR/34/16.bmp,16.bmp,buaa-34-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg,train
737,buaa,nir,data/BUAA/BUAAVISNIR/34/18.bmp,18.bmp,buaa-34-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,34,tilt,,jpg,train
739,buaa,nir,data/BUAA/BUAAVISNIR/34/22.bmp,22.bmp,buaa-34-22.jpg,,,bmp,mongo,1.0,0.55,0.19,Happy,,,,34,affection,,jpg,train
741,buaa,nir,data/BUAA/BUAAVISNIR/34/24.bmp,24.bmp,buaa-34-24.jpg,,,bmp,mongo,1.0,0.74,-0.31,Happy,,,,34,affection,,jpg,train
743,buaa,nir,data/BUAA/BUAAVISNIR/34/26.bmp,26.bmp,buaa-34-26.jpg,,,bmp,mongo,1.0,0.51,-0.53,Happy,,,,34,affection,,jpg,train
745,buaa,nir,data/BUAA/BUAAVISNIR/34/28.bmp,28.bmp,buaa-34-28.jpg,,,bmp,mongo,1.0,0.69,0.14,Happy,,,,34,affection,,jpg,train
761,buaa,nir,data/BUAA/BUAAVISNIR/47/2.bmp,2.bmp,buaa-47-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,neutral,,jpg,train
763,buaa,nir,data/BUAA/BUAAVISNIR/47/4.bmp,4.bmp,buaa-47-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg,train
765,buaa,nir,data/BUAA/BUAAVISNIR/47/6.bmp,6.bmp,buaa-47-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg,train
767,buaa,nir,data/BUAA/BUAAVISNIR/47/8.bmp,8.bmp,buaa-47-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg,train
769,buaa,nir,data/BUAA/BUAAVISNIR/47/10.bmp,10.bmp,buaa-47-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg,train
771,buaa,nir,data/BUAA/BUAAVISNIR/47/12.bmp,12.bmp,buaa-47-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg,train
773,buaa,nir,data/BUAA/BUAAVISNIR/47/14.bmp,14.bmp,buaa-47-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg,train
775,buaa,nir,data/BUAA/BUAAVISNIR/47/16.bmp,16.bmp,buaa-47-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg,train
777,buaa,nir,data/BUAA/BUAAVISNIR/47/18.bmp,18.bmp,buaa-47-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,47,tilt,,jpg,train
779,buaa,nir,data/BUAA/BUAAVISNIR/47/22.bmp,22.bmp,buaa-47-22.jpg,,,bmp,mongo,1.0,0.73,0.16,Happy,,,,47,affection,,jpg,train
781,buaa,nir,data/BUAA/BUAAVISNIR/47/24.bmp,24.bmp,buaa-47-24.jpg,,,bmp,mongo,0.0,0.08,-0.6,Neutral,,,,47,affection,,jpg,train
783,buaa,nir,data/BUAA/BUAAVISNIR/47/26.bmp,26.bmp,buaa-47-26.jpg,,,bmp,mongo,2.0,-0.14,-0.36,Sad,,,,47,affection,,jpg,train
785,buaa,nir,data/BUAA/BUAAVISNIR/47/28.bmp,28.bmp,buaa-47-28.jpg,,,bmp,mongo,4.0,-0.09,0.89,Fear,,,,47,affection,,jpg,train
801,buaa,nir,data/BUAA/BUAAVISNIR/40/2.bmp,2.bmp,buaa-40-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,neutral,,jpg,train
803,buaa,nir,data/BUAA/BUAAVISNIR/40/4.bmp,4.bmp,buaa-40-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg,train
805,buaa,nir,data/BUAA/BUAAVISNIR/40/6.bmp,6.bmp,buaa-40-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg,train
807,buaa,nir,data/BUAA/BUAAVISNIR/40/8.bmp,8.bmp,buaa-40-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg,train
809,buaa,nir,data/BUAA/BUAAVISNIR/40/10.bmp,10.bmp,buaa-40-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg,train
811,buaa,nir,data/BUAA/BUAAVISNIR/40/12.bmp,12.bmp,buaa-40-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg,train
813,buaa,nir,data/BUAA/BUAAVISNIR/40/14.bmp,14.bmp,buaa-40-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg,train
815,buaa,nir,data/BUAA/BUAAVISNIR/40/16.bmp,16.bmp,buaa-40-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg,train
817,buaa,nir,data/BUAA/BUAAVISNIR/40/18.bmp,18.bmp,buaa-40-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,40,tilt,,jpg,train
819,buaa,nir,data/BUAA/BUAAVISNIR/40/22.bmp,22.bmp,buaa-40-22.jpg,,,bmp,mongo,1.0,0.85,-0.04,Happy,,,,40,affection,,jpg,train
821,buaa,nir,data/BUAA/BUAAVISNIR/40/24.bmp,24.bmp,buaa-40-24.jpg,,,bmp,mongo,2.0,-0.21,-0.21,Sad,,,,40,affection,,jpg,train
823,buaa,nir,data/BUAA/BUAAVISNIR/40/26.bmp,26.bmp,buaa-40-26.jpg,,,bmp,mongo,2.0,-0.79,-0.05,Sad,,,,40,affection,,jpg,train
825,buaa,nir,data/BUAA/BUAAVISNIR/40/28.bmp,28.bmp,buaa-40-28.jpg,,,bmp,mongo,3.0,-0.43,-0.15,Surprise,,,,40,affection,,jpg,train
841,buaa,nir,data/BUAA/BUAAVISNIR/35/2.bmp,2.bmp,buaa-35-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,neutral,,jpg,train
843,buaa,nir,data/BUAA/BUAAVISNIR/35/4.bmp,4.bmp,buaa-35-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg,train
845,buaa,nir,data/BUAA/BUAAVISNIR/35/6.bmp,6.bmp,buaa-35-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg,train
847,buaa,nir,data/BUAA/BUAAVISNIR/35/8.bmp,8.bmp,buaa-35-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg,train
849,buaa,nir,data/BUAA/BUAAVISNIR/35/10.bmp,10.bmp,buaa-35-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg,train
851,buaa,nir,data/BUAA/BUAAVISNIR/35/12.bmp,12.bmp,buaa-35-12.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg,train
853,buaa,nir,data/BUAA/BUAAVISNIR/35/14.bmp,14.bmp,buaa-35-14.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg,train
855,buaa,nir,data/BUAA/BUAAVISNIR/35/16.bmp,16.bmp,buaa-35-16.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg,train
857,buaa,nir,data/BUAA/BUAAVISNIR/35/18.bmp,18.bmp,buaa-35-18.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,35,tilt,,jpg,train
859,buaa,nir,data/BUAA/BUAAVISNIR/35/22.bmp,22.bmp,buaa-35-22.jpg,,,bmp,mongo,1.0,0.82,0.36,Happy,,,,35,affection,,jpg,train
861,buaa,nir,data/BUAA/BUAAVISNIR/35/24.bmp,24.bmp,buaa-35-24.jpg,,,bmp,mongo,2.0,-0.6,-0.41,Sad,,,,35,affection,,jpg,train
863,buaa,nir,data/BUAA/BUAAVISNIR/35/26.bmp,26.bmp,buaa-35-26.jpg,,,bmp,mongo,1.0,0.48,0.19,Happy,,,,35,affection,,jpg,train
865,buaa,nir,data/BUAA/BUAAVISNIR/35/28.bmp,28.bmp,buaa-35-28.jpg,,,bmp,mongo,1.0,0.49,0.04,Happy,,,,35,affection,,jpg,train
881,buaa,nir,data/BUAA/BUAAVISNIR/46/2.bmp,2.bmp,buaa-46-2.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,46,neutral,,jpg,train
883,buaa,nir,data/BUAA/BUAAVISNIR/46/4.bmp,4.bmp,buaa-46-4.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,46,tilt,,jpg,train
885,buaa,nir,data/BUAA/BUAAVISNIR/46/6.bmp,6.bmp,buaa-46-6.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,46,tilt,,jpg,train
887,buaa,nir,data/BUAA/BUAAVISNIR/46/8.bmp,8.bmp,buaa-46-8.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,46,tilt,,jpg,train
889,buaa,nir,data/BUAA/BUAAVISNIR/46/10.bmp,10.bmp,buaa-46-10.jpg,,,bmp,mongo,0.0,0.0,0.0,Neutral,,,,46,tilt,,jpg,train
